,GO,Cluster,Function
493,GO:1901053,11,P:sarcosine catabolic process
494,GO:0046121,11,P:deoxyribonucleoside catabolic process
495,GO:0046386,11,P:deoxyribose phosphate catabolic process
496,GO:0009181,11,P:purine ribonucleoside diphosphate catabolic process
497,GO:0019449,11,P:L-cysteine catabolic process to hypotaurine
498,GO:0019452,11,P:L-cysteine catabolic process to taurine
499,GO:0046130,11,P:purine ribonucleoside catabolic process
500,GO:0099575,11,"P:regulation of protein catabolic process at presynapse, modulating synaptic transmission"
501,GO:0042843,11,P:D-xylose catabolic process
502,GO:0000256,11,P:allantoin catabolic process
503,GO:0071454,12,P:cellular response to anoxia
504,GO:1901655,12,P:cellular response to ketone
505,GO:1900039,12,P:positive regulation of cellular response to hypoxia
506,GO:1903545,12,P:cellular response to butyrate
507,GO:0071306,12,P:cellular response to vitamin E
508,GO:1902629,12,P:regulation of mRNA stability involved in cellular response to UV
509,GO:0071357,12,P:cellular response to type I interferon
510,GO:0071449,12,P:cellular response to lipid hydroperoxide
511,GO:0090287,12,P:regulation of cellular response to growth factor stimulus
512,GO:0071231,12,P:cellular response to folic acid
513,GO:1905229,12,P:cellular response to thyrotropin-releasing hormone
514,GO:0072707,12,P:cellular response to sodium dodecyl sulfate
515,GO:0098759,12,P:cellular response to interleukin-8
516,GO:0097185,12,P:cellular response to azide
517,GO:0035874,12,P:cellular response to copper ion starvation
518,GO:1904015,12,P:cellular response to serotonin
519,GO:2000683,12,P:regulation of cellular response to X-ray
520,GO:1904317,12,P:cellular response to 2-O-acetyl-1-O-hexadecyl-sn-glycero-3-phosphocholine
521,GO:0071258,12,P:cellular response to gravity
522,GO:1903495,12,P:cellular response to dehydroepiandrosterone
523,GO:0072721,12,P:cellular response to dithiothreitol
524,GO:0036146,12,P:cellular response to mycotoxin
525,GO:1900035,12,P:negative regulation of cellular response to heat
526,GO:0071217,12,P:cellular response to external biotic stimulus
527,GO:1904482,12,P:cellular response to tetrahydrofolate
528,GO:0071471,12,P:cellular response to non-ionic osmotic stress
529,GO:0072715,12,P:cellular response to selenite ion
530,GO:0071298,12,P:cellular response to L-ascorbic acid
531,GO:0071384,12,P:cellular response to corticosteroid stimulus
532,GO:1990859,12,P:cellular response to endothelin
533,GO:0071259,12,P:cellular response to magnetism
534,GO:0071245,12,P:cellular response to carbon monoxide
535,GO:2001113,12,P:negative regulation of cellular response to hepatocyte growth factor stimulus
536,GO:0072749,12,P:cellular response to cytochalasin B
537,GO:1904803,12,P:regulation of translation involved in cellular response to UV
538,GO:0071283,12,P:cellular response to iron(III) ion
539,GO:0071401,12,P:cellular response to triglyceride
540,GO:1904843,12,P:cellular response to nitroglycerin
541,GO:0072750,12,P:cellular response to leptomycin B
542,GO:0106049,12,P:regulation of cellular response to osmotic stress
543,GO:1905843,12,P:regulation of cellular response to gamma radiation
544,GO:1904586,12,P:cellular response to putrescine
545,GO:0071275,12,P:cellular response to aluminum ion
546,GO:1905835,12,P:cellular response to pyrimidine ribonucleotide
547,GO:0071329,12,P:cellular response to sucrose stimulus
548,GO:1900036,12,P:positive regulation of cellular response to heat
549,GO:0061433,12,P:cellular response to caloric restriction
550,GO:1905795,12,P:cellular response to puromycin
551,GO:1901625,12,P:cellular response to ergosterol
552,GO:1904566,12,P:cellular response to 1-oleoyl-sn-glycerol 3-phosphate
553,GO:1904401,12,P:cellular response to Thyroid stimulating hormone
554,GO:0071247,12,P:cellular response to chromate
555,GO:0072703,12,P:cellular response to methyl methanesulfonate
556,GO:2000655,12,P:negative regulation of cellular response to testosterone stimulus
557,GO:0071478,12,P:cellular response to radiation
558,GO:1903841,12,P:cellular response to arsenite(3-)
559,GO:0071244,12,P:cellular response to carbon dioxide
560,GO:0036471,12,P:cellular response to glyoxal
561,GO:0071295,12,P:cellular response to vitamin
562,GO:1905631,12,P:cellular response to glyceraldehyde
563,GO:1902350,12,P:cellular response to chloroquine
564,GO:2000654,12,P:regulation of cellular response to testosterone stimulus
565,GO:0072755,12,P:cellular response to benomyl
566,GO:0035967,12,P:cellular response to topologically incorrect protein
567,GO:0071501,12,P:cellular response to sterol depletion
568,GO:1905396,12,P:cellular response to flavonoid
569,GO:0071348,12,P:cellular response to interleukin-11
570,GO:2001114,12,P:positive regulation of cellular response to hepatocyte growth factor stimulus
571,GO:0071412,12,P:cellular response to genistein
572,GO:0071444,12,P:cellular response to pheromone
573,GO:0160049,13,P:negative regulation of cGAS/STING signaling pathway
574,GO:1902068,13,P:regulation of sphingolipid mediated signaling pathway
575,GO:1902378,13,P:VEGF-activated neuropilin signaling pathway involved in axon guidance
576,GO:1905438,13,P:non-canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation
577,GO:0070757,13,P:interleukin-35-mediated signaling pathway
578,GO:1901296,13,P:negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment
579,GO:0045813,13,"P:positive regulation of Wnt signaling pathway, calcium modulating pathway"
580,GO:0008626,13,P:granzyme-mediated apoptotic signaling pathway
581,GO:0038172,13,P:interleukin-33-mediated signaling pathway
582,GO:0060829,13,P:negative regulation of canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation
583,GO:0035691,13,P:macrophage migration inhibitory factor signaling pathway
584,GO:1902253,13,P:regulation of intrinsic apoptotic signaling pathway by p53 class mediator
585,GO:0038159,13,P:C-X-C chemokine receptor CXCR4 signaling pathway
586,GO:0050857,13,P:positive regulation of antigen receptor-mediated signaling pathway
587,GO:1902228,13,P:positive regulation of macrophage colony-stimulating factor signaling pathway
588,GO:2001239,13,P:regulation of extrinsic apoptotic signaling pathway in absence of ligand
589,GO:0060804,13,P:positive regulation of Wnt signaling pathway by BMP signaling pathway
590,GO:0071893,13,P:BMP signaling pathway involved in nephric duct formation
591,GO:0061151,13,P:BMP signaling pathway involved in renal system segmentation
592,GO:0061149,13,P:BMP signaling pathway involved in ureter morphogenesis
593,GO:0072097,13,P:negative regulation of branch elongation involved in ureteric bud branching by BMP signaling pathway
594,GO:0072101,13,P:specification of ureteric bud anterior/posterior symmetry by BMP signaling pathway
595,GO:2000661,13,P:positive regulation of interleukin-1-mediated signaling pathway
596,GO:0038194,13,P:thyroid-stimulating hormone signaling pathway
597,GO:0006984,13,P:ER-nucleus signaling pathway
598,GO:1902206,13,P:negative regulation of interleukin-2-mediated signaling pathway
599,GO:1902215,13,P:negative regulation of interleukin-4-mediated signaling pathway
600,GO:0038171,13,P:cannabinoid signaling pathway
601,GO:0070429,13,P:negative regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway
602,GO:0038178,13,P:complement component C5a signaling pathway
603,GO:0060901,13,P:regulation of hair cycle by canonical Wnt signaling pathway
604,GO:0038112,13,P:interleukin-8-mediated signaling pathway
605,GO:1990127,13,P:intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator
606,GO:1902239,13,P:negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator
607,GO:0038111,13,P:interleukin-7-mediated signaling pathway
608,GO:0044336,13,P:canonical Wnt signaling pathway involved in negative regulation of apoptotic process
609,GO:0061324,13,P:canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation
610,GO:1990442,13,P:intrinsic apoptotic signaling pathway in response to nitrosative stress
611,GO:0003270,13,P:Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation
612,GO:0036483,13,P:neuron intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
613,GO:1905474,13,P:canonical Wnt signaling pathway involved in stem cell proliferation
614,GO:0003136,13,P:negative regulation of heart induction by canonical Wnt signaling pathway
615,GO:2000081,13,P:positive regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation
616,GO:0021874,13,P:Wnt signaling pathway involved in forebrain neuroblast division
617,GO:0038030,13,P:non-canonical Wnt signaling pathway via MAPK cascade
618,GO:0045751,13,P:negative regulation of Toll signaling pathway
619,GO:1902167,13,P:positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
620,GO:2000764,13,P:positive regulation of semaphorin-plexin signaling pathway involved in outflow tract morphogenesis
621,GO:1902165,13,P:regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
622,GO:2001233,13,P:regulation of apoptotic signaling pathway
623,GO:0090081,13,P:regulation of heart induction by regulation of canonical Wnt signaling pathway
624,GO:0038129,13,P:ERBB3 signaling pathway
625,GO:1901297,13,P:positive regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment
626,GO:1901186,13,P:positive regulation of ERBB signaling pathway
627,GO:0061737,13,P:leukotriene signaling pathway
628,GO:1903883,13,P:positive regulation of interleukin-17-mediated signaling pathway
629,GO:2000446,13,P:regulation of macrophage migration inhibitory factor signaling pathway
630,GO:0060783,13,P:mesenchymal smoothened signaling pathway involved in prostate gland development
631,GO:1900175,13,P:regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry
632,GO:0022401,13,P:negative adaptation of signaling pathway
633,GO:0060506,13,P:smoothened signaling pathway involved in lung development
634,GO:1990262,13,P:anti-Mullerian hormone signaling pathway
635,GO:2000057,13,P:negative regulation of Wnt signaling pathway involved in digestive tract morphogenesis
636,GO:1901622,13,P:positive regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning
637,GO:0038123,13,P:toll-like receptor TLR1:TLR2 signaling pathway
638,GO:0061514,13,P:interleukin-34-mediated signaling pathway
639,GO:2000080,13,P:negative regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation
640,GO:0035772,13,P:interleukin-13-mediated signaling pathway
641,GO:1901184,13,P:regulation of ERBB signaling pathway
642,GO:1902220,13,P:positive regulation of intrinsic apoptotic signaling pathway in response to osmotic stress
643,GO:1901231,13,P:positive regulation of non-canonical Wnt signaling pathway via JNK cascade
644,GO:2000639,13,P:negative regulation of SREBP signaling pathway
645,GO:1903122,13,P:negative regulation of TRAIL-activated apoptotic signaling pathway
646,GO:0021910,13,P:smoothened signaling pathway involved in ventral spinal cord patterning
647,GO:0021919,13,P:BMP signaling pathway involved in spinal cord dorsal/ventral patterning
648,GO:1905580,13,P:positive regulation of ERBB3 signaling pathway
649,GO:2000493,13,P:negative regulation of interleukin-18-mediated signaling pathway
650,GO:0009789,13,P:positive regulation of abscisic acid-activated signaling pathway
651,GO:0003271,13,P:smoothened signaling pathway involved in regulation of secondary heart field cardioblast proliferation
652,GO:0090520,13,P:sphingolipid mediated signaling pathway
653,GO:1903082,13,P:positive regulation of C-C chemokine receptor CCR7 signaling pathway
654,GO:2000350,13,P:positive regulation of CD40 signaling pathway
655,GO:1902613,13,P:negative regulation of anti-Mullerian hormone signaling pathway
656,GO:1902073,13,P:positive regulation of hypoxia-inducible factor-1alpha signaling pathway
657,GO:1900107,13,P:regulation of nodal signaling pathway
658,GO:1902070,13,P:positive regulation of sphingolipid mediated signaling pathway
659,GO:1904649,14,P:regulation of fat cell apoptotic process
660,GO:0010658,14,P:striated muscle cell apoptotic process
661,GO:0002901,14,P:mature B cell apoptotic process
662,GO:0044533,14,P:positive regulation of apoptotic process in another organism
663,GO:1902251,14,P:negative regulation of erythrocyte apoptotic process
664,GO:1904035,14,P:regulation of epithelial cell apoptotic process
665,GO:1904193,14,P:negative regulation of cholangiocyte apoptotic process
666,GO:0070228,14,P:regulation of lymphocyte apoptotic process
667,GO:0033032,14,P:regulation of myeloid cell apoptotic process
668,GO:2000109,14,P:regulation of macrophage apoptotic process
669,GO:1901145,14,P:mesenchymal cell apoptotic process involved in nephron morphogenesis
670,GO:0072040,14,P:negative regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis
671,GO:1900200,14,P:mesenchymal cell apoptotic process involved in metanephros development
672,GO:0061296,14,P:negative regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis
673,GO:1904651,14,P:positive regulation of fat cell apoptotic process
674,GO:0070227,14,P:lymphocyte apoptotic process
675,GO:1902256,14,P:regulation of apoptotic process involved in outflow tract morphogenesis
676,GO:1902217,14,P:erythrocyte apoptotic process
677,GO:1905288,14,P:vascular associated smooth muscle cell apoptotic process
678,GO:1900143,14,P:positive regulation of oligodendrocyte apoptotic process
679,GO:0071839,14,P:apoptotic process in bone marrow cell
680,GO:0019050,14,P:suppression by virus of host apoptotic process
681,GO:0010657,14,P:muscle cell apoptotic process
682,GO:0140208,14,P:apoptotic process in response to mitochondrial fragmentation
683,GO:1903945,14,P:positive regulation of hepatocyte apoptotic process
684,GO:1900142,14,P:negative regulation of oligodendrocyte apoptotic process
685,GO:1902482,14,P:regulatory T cell apoptotic process
686,GO:0033034,14,P:positive regulation of myeloid cell apoptotic process
687,GO:1904710,14,P:positive regulation of granulosa cell apoptotic process
688,GO:0070247,14,P:regulation of natural killer cell apoptotic process
