,Unnamed: 0,GO,Function
19226,19226,GO:0003069,P:acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure
19231,19231,GO:0048773,P:erythrophore differentiation
19254,19254,GO:1905932,P:positive regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching
19277,19277,GO:0071000,P:response to magnetism
19299,19299,GO:0019544,P:arginine catabolic process to glutamate
19300,19300,GO:0010121,P:arginine catabolic process to proline via ornithine
19303,19303,GO:1904860,P:DNA synthesis involved in mitotic DNA replication
19379,19379,GO:0070571,P:negative regulation of neuron projection regeneration
19403,19403,GO:0035691,P:macrophage migration inhibitory factor signaling pathway
19409,19409,GO:0002792,P:negative regulation of peptide secretion
19606,19606,GO:0021588,P:cerebellum formation
19616,19616,GO:0022004,P:midbrain-hindbrain boundary maturation during brain development
19748,19748,GO:1903451,P:negative regulation of G1 to G0 transition
19755,19755,GO:1905856,P:negative regulation of pentose-phosphate shunt
19778,19778,GO:0062100,P:positive regulation of programmed necrotic cell death
19800,19800,GO:1902253,P:regulation of intrinsic apoptotic signaling pathway by p53 class mediator
19869,19869,GO:0019341,P:dibenzo-p-dioxin catabolic process
19874,19874,GO:0009692,P:ethylene metabolic process
19879,19879,GO:0017143,P:insecticide metabolic process
19926,19926,GO:0019860,P:uracil metabolic process
20043,20043,GO:0009441,P:glycolate metabolic process
20045,20045,GO:0014896,P:muscle hypertrophy
20056,20056,GO:0060283,P:negative regulation of oocyte development
20092,20092,GO:1904075,P:positive regulation of trophectodermal cell proliferation
20114,20114,GO:0031947,P:negative regulation of glucocorticoid biosynthetic process
20288,20288,GO:1903048,P:regulation of acetylcholine-gated cation channel activity
20301,20301,GO:1905945,P:regulation of response to calcium ion
20341,20341,GO:1905541,P:regulation of L-arginine import across plasma membrane
20362,20362,GO:0060588,P:negative regulation of lipoprotein lipid oxidation
20377,20377,GO:1903179,P:regulation of dopamine biosynthetic process
20378,20378,GO:1905627,P:regulation of serotonin biosynthetic process
20416,20416,GO:1900731,P:positive regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway
20439,20439,GO:0150054,P:regulation of postsynaptic neurotransmitter receptor diffusion trapping
20444,20444,GO:0051611,P:regulation of serotonin uptake
20614,20614,GO:0040034,"P:regulation of development, heterochronic"
20645,20645,GO:0035491,P:positive regulation of leukotriene production involved in inflammatory response
20647,20647,GO:1901331,P:positive regulation of odontoblast differentiation
20736,20736,GO:0002149,P:hypochlorous acid biosynthetic process
20775,20775,GO:0009403,P:toxin biosynthetic process
20778,20778,GO:0018960,P:4-nitrophenol metabolic process
20779,20779,GO:0018910,P:benzene metabolic process
20780,20780,GO:0018885,P:carbon tetrachloride metabolic process
20782,20782,GO:0042197,P:halogenated hydrocarbon metabolic process
20809,20809,GO:0042822,P:pyridoxal phosphate metabolic process
20831,20831,GO:0043558,P:regulation of translational initiation in response to stress
20843,20843,GO:0060681,P:branch elongation involved in ureteric bud branching
20849,20849,GO:0072163,P:mesonephric epithelium development
20880,20880,GO:0070091,P:glucagon secretion
20945,20945,GO:0061888,P:regulation of astrocyte activation
21017,21017,GO:0031583,P:phospholipase D-activating G protein-coupled receptor signaling pathway
21050,21050,GO:0042313,P:protein kinase C deactivation
21071,21071,GO:0043179,P:rhythmic excitation
21093,21093,GO:0001910,P:regulation of leukocyte mediated cytotoxicity
21099,21099,GO:0002182,P:cytoplasmic translational elongation
21156,21156,GO:0140214,P:positive regulation of long-chain fatty acid import into cell
21159,21159,GO:2001245,P:regulation of phosphatidylcholine biosynthetic process
21176,21176,GO:0071045,P:nuclear histone mRNA catabolic process
21210,21210,GO:0003409,P:optic cup structural organization
21259,21259,GO:0048626,P:myoblast fate specification
21277,21277,GO:0150103,P:reactive gliosis
21348,21348,GO:0072286,P:metanephric connecting tubule development
21391,21391,GO:0006787,P:porphyrin-containing compound catabolic process
21463,21463,GO:0051249,P:regulation of lymphocyte activation
21522,21522,GO:0000304,P:response to singlet oxygen
21530,21530,GO:0050783,P:cocaine metabolic process
21541,21541,GO:0046479,P:glycosphingolipid catabolic process
21581,21581,GO:1903903,P:regulation of establishment of T cell polarity
21582,21582,GO:1903906,P:regulation of plasma membrane raft polarization
21584,21584,GO:1903909,P:regulation of receptor clustering
21639,21639,GO:0090230,P:regulation of centromere complex assembly
21696,21696,GO:0007344,P:pronuclear fusion
21703,21703,GO:0014038,P:regulation of Schwann cell differentiation
21758,21758,GO:0045113,P:regulation of integrin biosynthetic process
21785,21785,GO:0065005,P:protein-lipid complex assembly
21918,21918,GO:0060735,P:regulation of eIF2 alpha phosphorylation by dsRNA
21920,21920,GO:0060699,P:regulation of endoribonuclease activity
21921,21921,GO:1902629,P:regulation of mRNA stability involved in cellular response to UV
21942,21942,GO:0085017,P:entry into host cell by a symbiont-containing vacuole
22077,22077,GO:0021683,P:cerebellar granular layer morphogenesis
22081,22081,GO:0042628,P:mating plug formation
22102,22102,GO:0061108,P:seminal vesicle epithelium development
22122,22122,GO:0042745,P:circadian sleep/wake cycle
22124,22124,GO:0006585,P:dopamine biosynthetic process from tyrosine
22130,22130,GO:0016137,P:glycoside metabolic process
22169,22169,GO:0042214,P:terpene metabolic process
22172,22172,GO:1903060,P:negative regulation of protein lipidation
22193,22193,GO:0045105,P:intermediate filament polymerization or depolymerization
22210,22210,GO:1903935,P:response to sodium arsenite
22246,22246,GO:1902905,P:positive regulation of supramolecular fiber organization
22406,22406,GO:1905597,P:positive regulation of low-density lipoprotein particle receptor binding
22466,22466,GO:0018153,P:isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine
22483,22483,GO:1905151,P:negative regulation of voltage-gated sodium channel activity
22548,22548,GO:1905572,P:ganglioside GM1 transport to membrane
22550,22550,GO:1903771,P:positive regulation of beta-galactosidase activity
22566,22566,GO:0008049,P:male courtship behavior
22588,22588,GO:0039654,P:fusion of virus membrane with host endosome membrane
22616,22616,GO:1901136,P:carbohydrate derivative catabolic process
22626,22626,GO:0006168,P:adenine salvage
22675,22675,GO:0140212,P:regulation of long-chain fatty acid import into cell
22689,22689,GO:0019244,P:lactate biosynthetic process from pyruvate
22743,22743,GO:0006258,P:UDP-glucose catabolic process
22757,22757,GO:0046720,P:citric acid secretion
22759,22759,GO:0097709,P:connective tissue replacement
22779,22779,GO:0002251,P:organ or tissue specific immune response
22805,22805,GO:0021812,P:neuronal-glial interaction involved in cerebral cortex radial glia guided migration
22834,22834,GO:0038159,P:C-X-C chemokine receptor CXCR4 signaling pathway
22864,22864,GO:0002762,P:negative regulation of myeloid leukocyte differentiation
22958,22958,GO:0006106,P:fumarate metabolic process
22961,22961,GO:0000415,P:negative regulation of histone H3-K36 methylation
23013,23013,GO:0002581,P:negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II
23074,23074,GO:0015868,P:purine ribonucleotide transport
23085,23085,GO:1904828,P:positive regulation of hydrogen sulfide biosynthetic process
23097,23097,GO:0003230,P:cardiac atrium development
23120,23120,GO:1904193,P:negative regulation of cholangiocyte apoptotic process
23149,23149,GO:0016038,P:absorption of visible light
23167,23167,GO:0070208,P:protein heterotrimerization
23177,23177,GO:0051283,P:negative regulation of sequestering of calcium ion
23226,23226,GO:0060032,P:notochord regression
23288,23288,GO:0046865,P:terpenoid transport
23335,23335,GO:0093001,P:glycolysis from storage polysaccharide through glucose-1-phosphate
23337,23337,GO:0061615,P:glycolytic process through fructose-6-phosphate
23351,23351,GO:1901389,P:negative regulation of transforming growth factor beta activation
23379,23379,GO:0070981,P:L-asparagine biosynthetic process
23383,23383,GO:0002812,P:biosynthetic process of antibacterial peptides active against Gram-negative bacteria
23393,23393,GO:0070947,P:neutrophil-mediated killing of fungus
23487,23487,GO:0098786,P:biofilm matrix disassembly
23507,23507,GO:0046164,P:alcohol catabolic process
23517,23517,GO:0018160,P:peptidyl-pyrromethane cofactor linkage
23532,23532,GO:0061837,P:neuropeptide processing
23546,23546,GO:0060936,P:cardiac fibroblast cell development
23589,23589,GO:0046880,P:regulation of follicle-stimulating hormone secretion
23619,23619,GO:0010920,P:negative regulation of inositol phosphate biosynthetic process
23621,23621,GO:0030845,P:phospholipase C-inhibiting G protein-coupled receptor signaling pathway
23626,23626,GO:0010925,P:positive regulation of inositol-polyphosphate 5-phosphatase activity
23631,23631,GO:0060305,P:regulation of cell diameter
23702,23702,GO:0044855,P:plasma membrane raft distribution
23704,23704,GO:0050857,P:positive regulation of antigen receptor-mediated signaling pathway
23834,23834,GO:0002758,P:innate immune response-activating signaling pathway
23836,23836,GO:0043299,P:leukocyte degranulation
23981,23981,GO:1904612,"P:response to 2,3,7,8-tetrachlorodibenzodioxine"
23982,23982,GO:0061476,P:response to anticoagulant
23983,23983,GO:1905217,P:response to astaxanthin
23988,23988,GO:0033595,P:response to genistein
23991,23991,GO:1904400,P:response to Thyroid stimulating hormone
23992,23992,GO:1905225,P:response to thyrotropin-releasing hormone
24091,24091,GO:0014062,P:regulation of serotonin secretion
24119,24119,GO:0071881,P:adenylate cyclase-inhibiting adrenergic receptor signaling pathway
24137,24137,GO:0070473,P:negative regulation of uterine smooth muscle contraction
24138,24138,GO:0071882,P:phospholipase C-activating adrenergic receptor signaling pathway
24157,24157,GO:0002066,P:columnar/cuboidal epithelial cell development
24185,24185,GO:0048757,P:pigment granule maturation
24211,24211,GO:1904054,P:regulation of cholangiocyte proliferation
24246,24246,GO:0014843,P:growth factor dependent regulation of skeletal muscle satellite cell proliferation
24271,24271,GO:0042660,P:positive regulation of cell fate specification
24285,24285,GO:1902748,P:positive regulation of lens fiber cell differentiation
24290,24290,GO:1902913,P:positive regulation of neuroepithelial cell differentiation
24306,24306,GO:1903587,P:regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis
24353,24353,GO:0002443,P:leukocyte mediated immunity
24363,24363,GO:1904705,P:regulation of vascular associated smooth muscle cell proliferation
24397,24397,GO:0035732,P:nitric oxide storage
24473,24473,GO:0051066,P:dihydrobiopterin metabolic process
24527,24527,GO:0032072,P:regulation of restriction endodeoxyribonuclease activity
24528,24528,GO:0002840,P:regulation of T cell mediated immune response to tumor cell
24543,24543,GO:0035041,P:sperm DNA decondensation
24552,24552,GO:1902491,P:negative regulation of sperm capacitation
24554,24554,GO:2000359,P:regulation of binding of sperm to zona pellucida
24574,24574,GO:1901558,P:response to metformin
24602,24602,GO:0003065,P:positive regulation of heart rate by epinephrine
24642,24642,GO:0032686,P:negative regulation of hepatocyte growth factor production
24661,24661,GO:0009214,P:cyclic nucleotide catabolic process
24764,24764,GO:0060611,P:mammary gland fat development
24781,24781,GO:1902228,P:positive regulation of macrophage colony-stimulating factor signaling pathway
24797,24797,GO:0010743,P:regulation of macrophage derived foam cell differentiation
24809,24809,GO:0060981,P:cell migration involved in coronary angiogenesis
24817,24817,GO:0072262,P:metanephric glomerular mesangial cell proliferation involved in metanephros development
24818,24818,GO:0035789,P:metanephric mesenchymal cell migration
24901,24901,GO:0060448,P:dichotomous subdivision of terminal units involved in lung branching
24904,24904,GO:0002764,P:immune response-regulating signaling pathway
24908,24908,GO:0010813,P:neuropeptide catabolic process
24960,24960,GO:1903640,P:negative regulation of gastrin-induced gastric acid secretion
24965,24965,GO:0090274,P:positive regulation of somatostatin secretion
24977,24977,GO:0070228,P:regulation of lymphocyte apoptotic process
25016,25016,GO:2000892,P:cellobiose catabolic process
25018,25018,GO:0005990,P:lactose catabolic process
25019,25019,GO:1901733,P:quercetin catabolic process
25055,25055,GO:1904762,P:positive regulation of myofibroblast differentiation
25068,25068,GO:1905051,P:regulation of base-excision repair
25074,25074,GO:0010990,P:regulation of SMAD protein complex assembly
25115,25115,GO:0071357,P:cellular response to type I interferon
25128,25128,GO:1901753,P:leukotriene A4 biosynthetic process
25134,25134,GO:2001301,P:lipoxin biosynthetic process
25150,25150,GO:0106014,P:regulation of inflammatory response to wounding
25189,25189,GO:0090472,P:dibasic protein processing
25199,25199,GO:1901394,P:positive regulation of transforming growth factor beta1 activation
25215,25215,GO:0097341,P:zymogen inhibition
25235,25235,GO:0009132,P:nucleoside diphosphate metabolic process
25258,25258,GO:0035038,P:female pronucleus assembly
25293,25293,GO:0060386,P:synapse assembly involved in innervation
25418,25418,GO:0090133,P:mesendoderm migration
